dataSource,camera_site,deployment,date,time,date2,time2,species,dataNotes
Ohio Small Mammals,YWN1,NA,09/21/2019,01:12,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN1,NA,09/21/2019,01:12,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN1,NA,09/21/2019,01:12,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN1,NA,09/21/2019,01:12,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN1,NA,09/21/2019,01:12,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN1,NA,09/21/2019,01:12,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN1,NA,09/21/2019,01:12,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN1,NA,09/21/2019,01:12,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN1,NA,09/21/2019,01:12,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN1,NA,09/21/2019,01:12,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN1,NA,09/21/2019,01:12,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN1,NA,09/28/2019,00:23,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN1,NA,09/28/2019,00:23,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN1,NA,09/28/2019,00:23,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN1,NA,10/04/2019,04:25,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN1,NA,10/04/2019,04:25,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN1,NA,10/04/2019,04:25,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN1,NA,10/04/2019,04:25,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN1,NA,10/04/2019,04:25,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,07/09/2019,00:44,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,07/09/2019,00:44,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/03/2019,11:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/03/2019,11:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/03/2019,11:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/03/2019,11:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/03/2019,11:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/03/2019,11:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/03/2019,11:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/03/2019,11:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/03/2019,11:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/03/2019,11:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:45,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:45,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:46,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:49,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:49,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:49,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:49,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:49,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:49,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:49,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:49,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:49,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:50,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:50,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:50,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:50,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:50,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:53,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:53,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:53,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:53,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:53,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:53,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:53,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:55,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/15/2019,01:55,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/19/2019,20:52,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/19/2019,20:52,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/19/2019,20:52,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/19/2019,20:52,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/19/2019,20:52,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/19/2019,20:52,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/19/2019,20:52,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/19/2019,20:52,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/19/2019,20:52,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/19/2019,20:52,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/19/2019,20:52,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/19/2019,20:52,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/19/2019,20:53,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/19/2019,20:53,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/19/2019,20:53,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/19/2019,20:53,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/21/2019,01:14,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/21/2019,01:14,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/21/2019,01:14,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/21/2019,01:14,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/21/2019,01:14,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/21/2019,01:14,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/21/2019,01:14,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/21/2019,01:14,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/21/2019,01:14,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/21/2019,01:14,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/21/2019,01:14,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/21/2019,01:14,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/21/2019,01:14,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/21/2019,01:15,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/21/2019,01:15,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/21/2019,01:15,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/21/2019,01:15,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/22/2019,21:42,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/22/2019,21:42,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/22/2019,21:42,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/22/2019,21:42,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/22/2019,21:42,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/22/2019,21:42,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/22/2019,21:42,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/22/2019,21:42,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/22/2019,21:42,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/22/2019,21:42,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/22/2019,21:42,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/28/2019,00:24,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/28/2019,00:24,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/28/2019,00:29,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/30/2019,23:53,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,09/30/2019,23:53,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,10/04/2019,04:27,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN2,NA,10/04/2019,04:27,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:19,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:19,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:19,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:19,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:19,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:19,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:19,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:19,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:19,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:24,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:24,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:24,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:24,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:24,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:24,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:24,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:24,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:24,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:24,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:24,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:24,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:25,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:26,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:26,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:26,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:26,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/08/2019,21:26,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,00:27,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,00:27,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,00:27,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,00:27,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,00:29,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,00:29,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,00:29,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,00:33,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,00:33,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,00:33,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,00:33,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,00:33,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,00:33,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,00:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,05:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,05:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,05:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,05:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,05:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,05:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,05:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,05:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,05:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,05:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,05:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,05:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,05:41,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,05:42,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,08:19,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,08:19,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,08:19,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,08:19,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,08:22,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,07/09/2019,08:22,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/03/2019,15:27,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/03/2019,15:27,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/03/2019,15:27,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:48,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:48,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:48,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:48,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:48,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:48,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:48,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,09/15/2019,01:57,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,10/04/2019,04:26,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,10/04/2019,04:26,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,10/04/2019,04:26,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWN3,NA,10/04/2019,04:26,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,05/08/2019,05:37,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,05/09/2019,05:19,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,05/09/2019,05:19,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,05/09/2019,05:45,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,05/09/2019,05:45,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,12:31,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:03,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:03,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:03,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:03,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:03,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:03,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:03,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:03,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:03,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:03,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:04,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:04,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:04,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/05/2019,19:34,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/06/2019,10:31,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/06/2019,10:31,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/06/2019,10:31,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/06/2019,10:31,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/06/2019,10:31,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/06/2019,10:31,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/06/2019,10:31,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/06/2019,10:31,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/06/2019,10:31,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/06/2019,10:31,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/06/2019,10:31,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/06/2019,10:31,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/06/2019,10:31,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,07/06/2019,10:31,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,09/24/2019,21:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,09/24/2019,21:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,09/24/2019,21:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,09/24/2019,21:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,09/24/2019,21:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,09/24/2019,21:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,09/24/2019,21:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,09/24/2019,21:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,09/24/2019,21:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,09/24/2019,21:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,09/24/2019,21:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,09/24/2019,21:18,NA,NA,Long-tailed weasel,
Ohio Small Mammals,YWS1,NA,09/24/2019,21:18,NA,NA,Long-tailed weasel,
